Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.829,0.899,0.962,0.857,0.966,0.819,0.358
SAM1 YOLO bbox,128,0.769,0.831,0.886,0.793,0.894,0.770,0.343
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.870,0.890,0.898,0.887,0.909,0.881,0.783
SAM3 GT bbox,128,0.782,0.870,0.974,0.797,0.960,0.710,0.115
SAM3 YOLO bbox,128,0.721,0.801,0.896,0.733,0.887,0.661,0.103
