Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,0.846,0.911,0.946,0.892,0.977,0.831,0.427
SAM1 YOLO bbox,512,0.697,0.750,0.778,0.736,0.806,0.681,0.347
SAM2 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,512,0.749,0.782,0.793,0.777,0.819,0.767,0.551
SAM3 GT bbox,512,0.856,0.918,0.949,0.898,0.989,0.875,0.403
SAM3 YOLO bbox,512,0.694,0.750,0.781,0.730,0.814,0.686,0.308
