Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.797,0.881,0.927,0.855,0.973,0.725,0.180
SAM1 YOLO bbox,128,0.571,0.633,0.666,0.615,0.699,0.508,0.125
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.629,0.669,0.685,0.661,0.714,0.642,0.350
SAM3 GT bbox,128,0.822,0.899,0.937,0.874,0.990,0.813,0.194
SAM3 YOLO bbox,128,0.573,0.635,0.672,0.612,0.711,0.520,0.101
