Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.817,0.891,0.944,0.865,0.955,0.802,0.304
SAM1 YOLO bbox,128,0.555,0.596,0.608,0.590,0.646,0.576,0.221
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.593,0.618,0.629,0.611,0.648,0.622,0.445
SAM3 GT bbox,128,0.838,0.907,0.956,0.875,0.977,0.856,0.304
SAM3 YOLO bbox,128,0.549,0.593,0.623,0.571,0.644,0.576,0.180
