Detector,Images,BBox mAP50,BBox mAP75,BBox mAP90,BBox mAP50-95,BBox Precision@0.50,BBox Recall@0.50,BBox Precision@0.75,BBox Recall@0.75,BBox Precision@0.90,BBox Recall@0.90
YOLO26x (seed 42),512,0.913,0.797,0.209,0.665,0.917,0.843,0.851,0.782,0.375,0.344
