Detector,Images,BBox mAP50,BBox mAP75,BBox mAP90,BBox mAP50-95,BBox Precision@0.50,BBox Recall@0.50,BBox Precision@0.75,BBox Recall@0.75,BBox Precision@0.90,BBox Recall@0.90
YOLO26x (seed 42),512,0.920,0.847,0.545,0.762,0.925,0.896,0.868,0.840,0.632,0.612
