Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.850,0.914,0.885,0.955,0.983,0.874,0.410
SAM1 YOLO bbox,128,0.767,0.823,0.797,0.860,0.886,0.791,0.361
SAM2 GT bbox,128,0.809,0.887,0.833,0.965,0.965,0.814,0.162
SAM2 YOLO bbox,128,0.728,0.799,0.751,0.866,0.872,0.729,0.137
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.869,0.882,0.883,0.882,0.894,0.880,0.825
