Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.800,0.884,0.843,0.944,0.978,0.787,0.084
SAM1 YOLO bbox,128,0.722,0.796,0.758,0.847,0.882,0.731,0.081
SAM2 GT bbox,128,0.751,0.854,0.776,0.962,0.976,0.577,0.019
SAM2 YOLO bbox,128,0.674,0.765,0.698,0.856,0.876,0.524,0.015
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.853,0.871,0.876,0.868,0.891,0.876,0.768
