Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.774,0.862,0.819,0.934,0.943,0.718,0.130
SAM1 YOLO bbox,128,0.696,0.771,0.728,0.834,0.847,0.651,0.118
SAM2 GT bbox,128,0.746,0.845,0.770,0.960,0.943,0.551,0.059
SAM2 YOLO bbox,128,0.666,0.751,0.685,0.845,0.843,0.510,0.043
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.845,0.859,0.861,0.859,0.875,0.852,0.788
