Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.799,0.881,0.912,0.873,0.969,0.755,0.186
SAM1 YOLO bbox,128,0.546,0.602,0.620,0.597,0.669,0.511,0.126
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.614,0.645,0.641,0.653,0.678,0.653,0.450
SAM3 GT bbox,128,0.819,0.897,0.935,0.871,0.992,0.818,0.155
SAM3 YOLO bbox,128,0.554,0.609,0.631,0.596,0.676,0.544,0.102
