Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.864,0.924,0.926,0.932,0.988,0.892,0.479
SAM1 YOLO bbox,128,0.718,0.768,0.770,0.773,0.827,0.742,0.384
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.763,0.793,0.797,0.794,0.829,0.787,0.610
SAM3 GT bbox,128,0.876,0.932,0.960,0.912,0.997,0.951,0.460
SAM3 YOLO bbox,128,0.717,0.768,0.791,0.751,0.829,0.761,0.316
