Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.735,0.833,0.899,0.808,0.896,0.566,0.157
SAM1 YOLO bbox,128,0.553,0.623,0.659,0.611,0.675,0.443,0.129
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.633,0.676,0.676,0.687,0.716,0.636,0.352
SAM3 GT bbox,128,0.757,0.853,0.914,0.819,0.948,0.598,0.131
SAM3 YOLO bbox,128,0.558,0.628,0.667,0.609,0.694,0.452,0.097
