Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.836,0.905,0.874,0.948,0.980,0.837,0.333
SAM1 YOLO bbox,128,0.775,0.836,0.807,0.876,0.906,0.790,0.321
SAM2 GT bbox,128,0.782,0.870,0.797,0.974,0.960,0.710,0.115
SAM2 YOLO bbox,128,0.728,0.806,0.744,0.892,0.894,0.678,0.114
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.879,0.895,0.899,0.894,0.913,0.889,0.824
