Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.798,0.877,0.826,0.950,0.966,0.740,0.248
SAM1 YOLO bbox,128,0.744,0.821,0.770,0.896,0.908,0.675,0.197
SAM2 GT bbox,128,0.801,0.885,0.819,0.977,0.985,0.718,0.167
SAM2 YOLO bbox,128,0.746,0.827,0.762,0.919,0.925,0.660,0.143
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.901,0.919,0.919,0.923,0.937,0.908,0.869
