Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,0.813,0.890,0.868,0.929,0.975,0.783,0.227
SAM1 YOLO bbox,512,0.695,0.757,0.734,0.793,0.829,0.684,0.211
SAM2 GT bbox,512,0.751,0.850,0.770,0.970,0.943,0.592,0.081
SAM2 YOLO bbox,512,0.643,0.724,0.660,0.819,0.809,0.527,0.077
SAM3 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,512,0.799,0.819,0.823,0.818,0.840,0.813,0.720
