Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.780,0.871,0.867,0.895,0.970,0.706,0.071
SAM1 YOLO bbox,128,0.564,0.625,0.619,0.642,0.695,0.531,0.060
SAM2 GT bbox,128,0.685,0.806,0.710,0.961,0.907,0.354,0.005
SAM2 YOLO bbox,128,0.487,0.571,0.506,0.680,0.653,0.254,0.003
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.655,0.679,0.686,0.676,0.706,0.674,0.530
