Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.862,0.921,0.930,0.923,0.981,0.888,0.451
SAM1 YOLO bbox,128,0.772,0.827,0.840,0.825,0.881,0.797,0.394
SAM2 GT bbox,128,0.858,0.920,0.898,0.951,0.990,0.876,0.427
SAM2 YOLO bbox,128,0.769,0.826,0.817,0.844,0.888,0.779,0.367
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.832,0.863,0.875,0.856,0.899,0.862,0.664
