Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.892,0.939,0.938,0.949,0.986,0.926,0.643
SAM1 YOLO bbox,128,0.752,0.790,0.780,0.804,0.833,0.790,0.555
SAM2 GT bbox,128,0.899,0.945,0.937,0.959,0.991,0.960,0.652
SAM2 YOLO bbox,128,0.754,0.791,0.782,0.804,0.833,0.802,0.555
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.799,0.816,0.814,0.820,0.834,0.825,0.751
