Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.832,0.904,0.913,0.910,0.987,0.839,0.252
SAM1 YOLO bbox,128,0.557,0.598,0.591,0.609,0.648,0.607,0.213
SAM2 GT bbox,128,0.838,0.907,0.875,0.956,0.977,0.856,0.304
SAM2 YOLO bbox,128,0.560,0.599,0.592,0.612,0.646,0.602,0.206
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.598,0.621,0.631,0.614,0.648,0.634,0.451
