Detector,Images,BBox mAP50,BBox mAP75,BBox mAP90,BBox mAP50-95,BBox Precision@0.50,BBox Recall@0.50,BBox Precision@0.75,BBox Recall@0.75,BBox Precision@0.90,BBox Recall@0.90
YOLO26x (3 seed),128,0.936 ± 0.004,0.862 ± 0.005,0.622 ± 0.008,0.795 ± 0.001,0.939 ± 0.005,0.903 ± 0.006,0.889 ± 0.004,0.855 ± 0.006,0.690 ± 0.006,0.663 ± 0.002
