Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.854,0.875,0.882,0.871,0.893,0.868,0.788
SAM2 GT bbox,128,0.853,0.915,0.893,0.952,0.978,0.847,0.462
SAM2 YOLO bbox,128,0.774,0.827,0.817,0.850,0.879,0.784,0.424
SAM3 GT bbox,128,0.862,0.921,0.923,0.930,0.981,0.888,0.451
SAM3 YOLO bbox,128,0.777,0.830,0.841,0.829,0.882,0.809,0.406
