Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.616,0.631,0.636,0.627,0.648,0.641,0.557
SAM2 GT bbox,128,0.817,0.891,0.865,0.944,0.955,0.802,0.304
SAM2 YOLO bbox,128,0.556,0.597,0.603,0.595,0.646,0.587,0.218
SAM3 GT bbox,128,0.832,0.904,0.910,0.913,0.987,0.839,0.252
SAM3 YOLO bbox,128,0.551,0.594,0.619,0.576,0.648,0.581,0.188
