Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.672,0.694,0.702,0.689,0.717,0.698,0.573
SAM2 GT bbox,128,0.797,0.881,0.855,0.927,0.973,0.725,0.180
SAM2 YOLO bbox,128,0.581,0.639,0.636,0.655,0.703,0.554,0.120
SAM3 GT bbox,128,0.804,0.887,0.890,0.900,0.982,0.760,0.166
SAM3 YOLO bbox,128,0.581,0.640,0.655,0.636,0.708,0.562,0.115
