Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,512,0.782,0.801,0.806,0.798,0.819,0.800,0.714
SAM2 GT bbox,512,0.846,0.911,0.892,0.946,0.977,0.831,0.427
SAM2 YOLO bbox,512,0.707,0.757,0.751,0.772,0.809,0.715,0.369
SAM3 GT bbox,512,0.851,0.915,0.919,0.923,0.983,0.860,0.402
SAM3 YOLO bbox,512,0.707,0.757,0.770,0.754,0.811,0.727,0.348
