Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.897,0.905,0.907,0.903,0.914,0.908,0.877
SAM2 GT bbox,128,0.829,0.899,0.857,0.962,0.966,0.819,0.358
SAM2 YOLO bbox,128,0.778,0.837,0.804,0.883,0.901,0.802,0.365
SAM3 GT bbox,128,0.836,0.905,0.948,0.874,0.980,0.837,0.333
SAM3 YOLO bbox,128,0.775,0.835,0.880,0.802,0.908,0.782,0.322
