Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.678,0.691,0.697,0.689,0.706,0.683,0.632
SAM2 GT bbox,128,0.701,0.815,0.733,0.957,0.897,0.445,0.034
SAM2 YOLO bbox,128,0.511,0.588,0.532,0.681,0.647,0.370,0.031
SAM3 GT bbox,128,0.780,0.871,0.895,0.867,0.970,0.706,0.071
SAM3 YOLO bbox,128,0.563,0.624,0.650,0.611,0.691,0.535,0.064
