Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,512,0.818,0.829,0.831,0.828,0.840,0.827,0.788
SAM2 GT bbox,512,0.785,0.870,0.817,0.957,0.941,0.697,0.238
SAM2 YOLO bbox,512,0.682,0.748,0.708,0.809,0.808,0.645,0.242
SAM3 GT bbox,512,0.813,0.890,0.929,0.868,0.975,0.783,0.227
SAM3 YOLO bbox,512,0.695,0.758,0.797,0.731,0.829,0.685,0.215
