Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.784,0.798,0.792,0.807,0.815,0.787,0.752
SAM2 GT bbox,128,0.784,0.870,0.812,0.964,0.937,0.741,0.210
SAM2 YOLO bbox,128,0.646,0.713,0.666,0.790,0.769,0.591,0.206
SAM3 GT bbox,128,0.825,0.900,0.922,0.890,0.986,0.839,0.189
SAM3 YOLO bbox,128,0.672,0.732,0.748,0.729,0.797,0.692,0.178
