Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.909,0.921,0.920,0.925,0.930,0.920,0.881
SAM2 GT bbox,128,0.837,0.902,0.893,0.924,0.961,0.867,0.325
SAM2 YOLO bbox,128,0.789,0.849,0.839,0.873,0.900,0.799,0.342
SAM3 GT bbox,128,0.798,0.877,0.950,0.826,0.966,0.740,0.248
SAM3 YOLO bbox,128,0.752,0.826,0.897,0.776,0.908,0.697,0.216
