dataset_id,bbox_source,detector_seed,stratum,model,baseline_reference,own_reference,cross_references,instance_count,source_scene_count,self_vs_cross_iou,self_vs_cross_ci_lower,self_vs_cross_ci_upper,relative_advantage_did,relative_advantage_did_ci_lower,relative_advantage_did_ci_upper,confidence_level,bootstrap_samples,identity_control
samrs_sota_plane,yolo_bbox,42,no_overlap__low_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,286,22,0.12510773274794856,0.10894661383931603,0.14702324184468754,0.004910685680104317,0.001383267559241183,0.010502524076450564,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,no_overlap__low_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,286,22,0.1114533130796503,0.09005212788335691,0.13328484976328822,0.19115364743707774,0.16069601850435936,0.23469784510514988,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,no_overlap__low_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,286,22,0.11060773259815146,0.09285411890924947,0.1292113362319751,0.15110444530856826,0.12714605344944818,0.17095084127293556,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,no_overlap__high_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,412,14,0.1441655338497412,0.104393810196373,0.17567050019820754,9.692644707541379e-05,-0.006440825516629339,0.003911477386824272,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,no_overlap__high_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,412,14,0.12580900918000873,0.10180420755729153,0.14880122199317455,0.1662177852499928,0.1371920119623434,0.20842908992537573,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,no_overlap__high_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,412,14,0.14997136820017803,0.11103463370296647,0.178611911303475,0.2536311995328598,0.17696484975024895,0.3140991036291689,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,overlap__low_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,1209,18,0.14332120032270473,0.11395008702389647,0.16997549275859283,0.0008602668975673909,0.0002064248720308685,0.0022175645980785693,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,overlap__low_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,1209,18,0.1311170579421767,0.10262398421587128,0.16080365946434713,0.24418810158899443,0.1882174959694665,0.2998760092174526,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,overlap__low_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,1209,18,0.13256695717394779,0.10246127967608566,0.1600414034426184,0.1619568469522674,0.12793319547192233,0.1952046101853042,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,overlap__high_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,1806,20,0.12428781595811308,0.10142888637046425,0.16450202967977884,0.0017622566812595573,0.0007457015677172097,0.003819601964577674,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,overlap__high_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,1806,20,0.11696298841673201,0.10040740743305561,0.13744282476561093,0.1814162906755857,0.15692477529156373,0.22693292909422957,0.95,10000,False
samrs_sota_plane,yolo_bbox,42,overlap__high_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,1806,20,0.13124394363671435,0.10476125757776691,0.169961272339128,0.18931620065471425,0.14741066172798759,0.24053805348301618,0.95,10000,False
