dataset_id,seed_count,seed_ids,fixed_confidence_threshold_mean,bbox_AP50_mean,bbox_AP75_mean,bbox_AP90_mean,bbox_AP50_95_mean,precision_at_bbox_iou50_mean,recall_at_bbox_iou50_mean,precision_at_bbox_iou75_mean,recall_at_bbox_iou75_mean,precision_at_bbox_iou90_mean,recall_at_bbox_iou90_mean,fixed_confidence_threshold_std,bbox_AP50_std,bbox_AP75_std,bbox_AP90_std,bbox_AP50_95_std,precision_at_bbox_iou50_std,recall_at_bbox_iou50_std,precision_at_bbox_iou75_std,recall_at_bbox_iou75_std,precision_at_bbox_iou90_std,recall_at_bbox_iou90_std
samrs_sota_plane,1,42,0.7607834339141846,0.9126551524711576,0.7974817948885053,0.2094500899835776,0.6652392112839407,0.9173505275498242,0.8429841098841907,0.8511137162954279,0.7821168866145973,0.37485345838218054,0.3444653918664153,,,,,,,,,,,
