dataset_id,seed_count,seed_ids,fixed_confidence_threshold_mean,bbox_AP50_mean,bbox_AP75_mean,bbox_AP90_mean,bbox_AP50_95_mean,precision_at_bbox_iou50_mean,recall_at_bbox_iou50_mean,precision_at_bbox_iou75_mean,recall_at_bbox_iou75_mean,precision_at_bbox_iou90_mean,recall_at_bbox_iou90_mean,fixed_confidence_threshold_std,bbox_AP50_std,bbox_AP75_std,bbox_AP90_std,bbox_AP50_95_std,precision_at_bbox_iou50_std,recall_at_bbox_iou50_std,precision_at_bbox_iou75_std,recall_at_bbox_iou75_std,precision_at_bbox_iou90_std,recall_at_bbox_iou90_std
isaid_small_vehicle,1,42,0.2740148901939392,0.6090218296972107,0.35847009857570633,0.02054724607557005,0.34623692242617726,0.5281737534414194,0.7163720853041241,0.3495870296726828,0.474151522695212,0.05506271030896299,0.07468259895444361,,,,,,,,,,,
