Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.676,0.799,0.707,0.941,0.941,0.226,0.006
SAM1 YOLO bbox,128,0.616,0.726,0.642,0.849,0.863,0.207,0.003
SAM2 GT bbox,128,0.658,0.782,0.676,0.960,0.912,0.217,0.003
SAM2 YOLO bbox,128,0.597,0.710,0.614,0.863,0.835,0.186,0.002
SAM3 GT bbox,128,0.716,0.827,0.757,0.933,0.945,0.428,0.010
SAM3 YOLO bbox,128,0.650,0.750,0.687,0.839,0.867,0.388,0.005
