Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.649,0.772,0.681,0.935,0.894,0.249,0.002
SAM1 YOLO bbox,128,0.611,0.726,0.642,0.862,0.850,0.228,0.003
SAM2 GT bbox,128,0.670,0.787,0.695,0.954,0.912,0.323,0.024
SAM2 YOLO bbox,128,0.625,0.734,0.652,0.871,0.855,0.288,0.023
SAM3 GT bbox,128,0.735,0.832,0.781,0.923,0.905,0.611,0.037
SAM3 YOLO bbox,128,0.688,0.777,0.735,0.846,0.862,0.569,0.040
