Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.593,0.727,0.626,0.926,0.802,0.144,0.014
SAM1 YOLO bbox,128,0.543,0.662,0.571,0.824,0.749,0.128,0.009
SAM2 GT bbox,128,0.565,0.704,0.584,0.951,0.747,0.123,0.000
SAM2 YOLO bbox,128,0.519,0.643,0.537,0.834,0.706,0.105,0.000
SAM3 GT bbox,128,0.656,0.776,0.699,0.917,0.859,0.308,0.002
SAM3 YOLO bbox,128,0.602,0.707,0.643,0.807,0.802,0.296,0.002
