Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,0.795,0.871,0.880,0.875,0.955,0.793,0.151
SAM1 YOLO bbox,512,0.747,0.815,0.822,0.819,0.894,0.752,0.147
SAM2 GT bbox,512,0.793,0.869,0.848,0.905,0.949,0.806,0.167
SAM2 YOLO bbox,512,0.744,0.813,0.794,0.844,0.887,0.760,0.165
SAM3 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,512,0.858,0.876,0.882,0.874,0.894,0.878,0.808
