Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.771,0.857,0.827,0.912,0.953,0.664,0.156
SAM1 YOLO bbox,128,0.733,0.812,0.784,0.863,0.897,0.640,0.150
SAM2 GT bbox,128,0.796,0.873,0.837,0.931,0.957,0.788,0.166
SAM2 YOLO bbox,128,0.752,0.824,0.791,0.877,0.899,0.741,0.162
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.851,0.873,0.880,0.871,0.886,0.852,0.783
