Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.751,0.838,0.840,0.860,0.925,0.674,0.082
SAM1 YOLO bbox,128,0.712,0.790,0.784,0.815,0.868,0.651,0.100
SAM2 GT bbox,128,0.747,0.835,0.798,0.896,0.934,0.706,0.041
SAM2 YOLO bbox,128,0.706,0.786,0.752,0.840,0.868,0.665,0.068
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.839,0.862,0.872,0.857,0.882,0.845,0.752
