Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.998,0.999,1.000,0.998,1.000,0.999,0.997
SAM1 YOLO bbox,128,0.854,0.875,0.883,0.870,0.893,0.869,0.786
SAM2 GT bbox,128,0.853,0.915,0.894,0.951,0.979,0.848,0.463
SAM2 YOLO bbox,128,0.774,0.828,0.817,0.849,0.880,0.784,0.424
SAM3 GT bbox,128,0.633,0.705,0.658,0.771,0.785,0.584,0.057
SAM3 YOLO bbox,128,0.562,0.629,0.587,0.689,0.705,0.509,0.031
