Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.998,0.999,0.999,0.999,1.000,0.999,0.998
SAM1 YOLO bbox,128,0.672,0.694,0.702,0.689,0.717,0.697,0.575
SAM2 GT bbox,128,0.797,0.881,0.856,0.926,0.974,0.725,0.178
SAM2 YOLO bbox,128,0.581,0.639,0.636,0.655,0.703,0.554,0.120
SAM3 GT bbox,128,0.677,0.770,0.737,0.823,0.869,0.540,0.015
SAM3 YOLO bbox,128,0.497,0.562,0.547,0.590,0.636,0.419,0.007
