Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,0.658,0.779,0.733,0.877,0.838,0.341,0.018
SAM1 YOLO bbox,512,0.478,0.564,0.529,0.635,0.607,0.259,0.014
SAM2 GT bbox,512,0.645,0.771,0.693,0.910,0.802,0.318,0.013
SAM2 YOLO bbox,512,0.461,0.552,0.499,0.647,0.575,0.223,0.008
SAM3 GT bbox,512,0.370,0.438,0.397,0.508,0.480,0.188,0.004
SAM3 YOLO bbox,512,0.299,0.354,0.323,0.405,0.392,0.153,0.003
