Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.680,0.800,0.744,0.902,0.941,0.341,0.015
SAM1 YOLO bbox,128,0.466,0.549,0.510,0.616,0.644,0.226,0.008
SAM2 GT bbox,128,0.680,0.804,0.725,0.924,0.946,0.328,0.006
SAM2 YOLO bbox,128,0.451,0.539,0.486,0.624,0.634,0.178,0.000
SAM3 GT bbox,128,0.586,0.704,0.639,0.812,0.793,0.205,0.000
SAM3 YOLO bbox,128,0.385,0.465,0.419,0.538,0.523,0.128,0.000
