dataset_id,seed_count,seed_ids,fixed_confidence_threshold_mean,fixed_confidence_threshold_std,bbox_AP50_mean,bbox_AP50_std,bbox_AP75_mean,bbox_AP75_std,bbox_AP90_mean,bbox_AP90_std,bbox_AP50_95_mean,bbox_AP50_95_std,precision_at_bbox_iou50_mean,precision_at_bbox_iou50_std,recall_at_bbox_iou50_mean,recall_at_bbox_iou50_std,precision_at_bbox_iou75_mean,precision_at_bbox_iou75_std,recall_at_bbox_iou75_mean,recall_at_bbox_iou75_std,precision_at_bbox_iou90_mean,precision_at_bbox_iou90_std,recall_at_bbox_iou90_mean,recall_at_bbox_iou90_std
isaid_plane,1,42,0.2811500430107116,,0.920479205443801,,0.8465556184629945,,0.5453477913146703,,0.7622510908165157,,0.9247536012130402,,0.8957224160088122,,0.8677028051554208,,0.840462639985313,,0.6322971948445792,,0.6124472186524692,
isaid_small_vehicle,1,42,0.2740148901939392,,0.6090218296972107,,0.3584700985757063,,0.02054724607557,,0.3462369224261772,,0.5281737534414194,,0.7163720853041241,,0.3495870296726828,,0.474151522695212,,0.0550627103089629,,0.0746825989544436,
