Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.991,0.993,0.993,0.993,0.993,0.991,0.988
SAM1 YOLO bbox,128,0.891,0.900,0.903,0.899,0.909,0.902,0.872
SAM2 GT bbox,128,0.825,0.895,0.853,0.958,0.961,0.815,0.360
SAM2 YOLO bbox,128,0.775,0.834,0.801,0.880,0.896,0.798,0.367
SAM3 GT bbox,128,0.831,0.900,0.944,0.869,0.973,0.833,0.331
SAM3 YOLO bbox,128,0.771,0.832,0.877,0.798,0.903,0.779,0.321
