Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,0.991,0.993,0.994,0.993,0.993,0.991,0.987
SAM1 YOLO bbox,512,0.813,0.824,0.827,0.824,0.835,0.821,0.782
SAM2 GT bbox,512,0.781,0.866,0.813,0.952,0.935,0.691,0.239
SAM2 YOLO bbox,512,0.679,0.744,0.705,0.805,0.804,0.639,0.242
SAM3 GT bbox,512,0.808,0.885,0.925,0.863,0.969,0.778,0.226
SAM3 YOLO bbox,512,0.691,0.754,0.793,0.727,0.823,0.680,0.213
