Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.997,0.998,0.999,0.997,0.999,0.998,0.996
SAM1 YOLO bbox,128,0.676,0.690,0.697,0.687,0.706,0.682,0.633
SAM2 GT bbox,128,0.702,0.815,0.734,0.957,0.897,0.444,0.035
SAM2 YOLO bbox,128,0.511,0.588,0.532,0.680,0.648,0.369,0.031
SAM3 GT bbox,128,0.778,0.870,0.895,0.865,0.970,0.704,0.070
SAM3 YOLO bbox,128,0.562,0.623,0.650,0.609,0.691,0.533,0.062
