Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.979,0.984,0.987,0.983,0.981,0.976,0.966
SAM1 YOLO bbox,128,0.901,0.914,0.914,0.918,0.922,0.913,0.862
SAM2 GT bbox,128,0.827,0.892,0.885,0.913,0.947,0.850,0.330
SAM2 YOLO bbox,128,0.780,0.842,0.834,0.865,0.888,0.784,0.337
SAM3 GT bbox,128,0.788,0.867,0.940,0.817,0.949,0.728,0.250
SAM3 YOLO bbox,128,0.743,0.818,0.889,0.769,0.896,0.682,0.218
