Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.656,0.779,0.735,0.872,0.837,0.333,0.014
SAM1 YOLO bbox,128,0.486,0.576,0.541,0.646,0.613,0.256,0.012
SAM2 GT bbox,128,0.635,0.764,0.683,0.908,0.784,0.288,0.009
SAM2 YOLO bbox,128,0.464,0.559,0.504,0.661,0.569,0.207,0.005
SAM3 GT bbox,128,0.697,0.815,0.755,0.905,0.929,0.405,0.015
SAM3 YOLO bbox,128,0.500,0.589,0.550,0.653,0.648,0.273,0.008
