Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,512,0.873,0.883,0.886,0.882,0.891,0.879,0.843
SAM2 GT bbox,512,0.827,0.898,0.874,0.939,0.966,0.845,0.263
SAM2 YOLO bbox,512,0.750,0.812,0.793,0.844,0.874,0.778,0.249
SAM3 GT bbox,512,0.820,0.895,0.949,0.858,0.975,0.810,0.263
SAM3 YOLO bbox,512,0.741,0.807,0.858,0.771,0.886,0.736,0.240
