Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.419,0.496,0.548,0.471,0.547,0.205,0.004
SAM1 YOLO bbox,128,0.521,0.569,0.592,0.558,0.606,0.389,0.252
SAM2 GT bbox,128,0.422,0.498,0.527,0.488,0.566,0.215,0.003
SAM2 YOLO bbox,128,0.523,0.570,0.578,0.572,0.617,0.387,0.253
SAM3 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM3 YOLO bbox,128,0.703,0.719,0.718,0.723,0.736,0.708,0.608
