image,pipeline,pipeline_label,family,stratum,overlap_group,area_group,num_objects,mask_area_ratio,max_pair_bbox_iou,iou,dice,precision,recall,pred_area_ratio
P1854_0079.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,2,0.0740976333618164,0.0,0.8009707504256562,0.8894877945534077,0.9843074184532268,0.8113311968287064,0.8242660591786041
P1867_0002.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,9,0.0200796127319335,0.0,0.7193670720544004,0.8367812595071493,0.8974386861710806,0.7838043220137735,0.8733792448349561
P1867_0008.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,17,0.035231590270996,0.0,0.7664275616524425,0.8677712896819516,0.9588942386426911,0.7924640662642449,0.8264353192756408
P1868_0002.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,3,0.0199851989746093,0.0,0.5579688436189335,0.7162772810306701,0.7216195273149942,0.7110135522046191,0.9853025386524146
P1869_0015.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,8,0.0189599990844726,0.0,0.5971614013137316,0.7477784033880879,0.7283956505150706,0.7682209144409234,1.0546753181429505
P1869_0034.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,6,0.0274181365966796,0.0,0.7503110226424484,0.8573459378776033,0.8764077599360605,0.839095652173913,0.9574260869565218
P1869_0046.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,4,0.017679214477539,0.0,0.8139424094854965,0.8974291633838163,0.9774966626406458,0.8294853813787895,0.8485812924803107
P1871_0028.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,5,0.035614013671875,0.0,0.6421862253816571,0.7821113287348491,0.8320649876185299,0.7378159811482433,0.886728791773779
P1871_0051.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,3,0.0186872482299804,0.0,0.719768820391227,0.837052994398966,0.9573587385019711,0.7436080632814493,0.7767287573360551
P1871_0062.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,1,0.0219545364379882,0.0,0.0129039138317159,0.02547904822067804,0.06632559839210671,0.015768211632856955,0.23773945527996176
P1871_0083.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,4,0.0175647735595703,0.0,0.8553398058252427,0.9220303506017792,0.9356100832820972,0.9088391790639592,0.9713866869366924
P1872_0001.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,12,0.0340967178344726,0.0,0.76603891537079,0.8675221238938053,0.9176834025025743,0.8225603445864683,0.8963443627108215
P1872_0002.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,14,0.0308198928833007,0.0,0.7972070964342175,0.8871621951815472,0.9366744634012107,0.8426215304638426,0.8995884518983817
P1874_0010.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,12,0.0218057632446289,0.0,0.60229659711525,0.7517916448173396,0.7511679692616687,0.7524163568773234,1.0016619287120052
P1972_0000.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,7,0.0249748229980468,0.0,0.7539705990987663,0.8597300313770084,0.9584018029015446,0.7794791507560714,0.8133114403543608
P1972_0017.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,8,0.0267801284790039,0.0,0.6452542474635289,0.7843824119686189,0.8042201354334244,0.7654998041380293,0.9518535664684306
P2030_0010.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,8,0.0435495376586914,0.0,0.740973377703827,0.8512173559840394,0.9365158644620278,0.7801598598488996,0.8330450016423957
P2030_0017.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,6,0.0237979888916015,0.0,0.7594610202117421,0.8632882587195309,0.9507904376325429,0.7905345836338864,0.8314498677566723
P2030_0018.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,5,0.0231809616088867,0.0,0.7250736986633284,0.8406292429420853,0.9752321981424149,0.7386761015345373,0.7574361295100177
P2201_0001.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,9,0.0199613571166992,0.0,0.8181063888632801,0.8999543633689975,0.9587812651936686,0.8479289092733266,0.8843820171038173
P2219_0000.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,30,0.0197687149047851,0.0,0.8710380528562347,0.9310746529463159,0.9368498168498168,0.9253702542331999,0.9877466351488253
P2550_0016.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,4,0.0282516479492187,0.0,0.8594976961515998,0.9244407217394339,0.9568672783758398,0.8941398865784499,0.9344450445584661
P2550_0024.png,sam3_text,SAM3 text only,SAM3,no_overlap__high_mask_area,no_overlap,high_mask_area,4,0.0172443389892578,0.0,0.8699546843713774,0.9304553651938684,0.9485234976444904,0.9130627143015153,0.9626147550049773
