dataset_id,seed_count,seed_ids,fixed_confidence_threshold_mean,bbox_AP50_mean,bbox_AP75_mean,bbox_AP90_mean,bbox_AP50_95_mean,precision_at_bbox_iou50_mean,recall_at_bbox_iou50_mean,precision_at_bbox_iou75_mean,recall_at_bbox_iou75_mean,precision_at_bbox_iou90_mean,recall_at_bbox_iou90_mean,fixed_confidence_threshold_std,bbox_AP50_std,bbox_AP75_std,bbox_AP90_std,bbox_AP50_95_std,precision_at_bbox_iou50_std,recall_at_bbox_iou50_std,precision_at_bbox_iou75_std,recall_at_bbox_iou75_std,precision_at_bbox_iou90_std,recall_at_bbox_iou90_std
samrs_sota_small_vehicle,1,42,0.36182695627212524,0.818990114193259,0.5336392911082615,0.07197014739091145,0.5023193960456328,0.7200730343489673,0.823867345606476,0.5287002168207235,0.6049092570831701,0.13089124728974097,0.1497584541062802,,,,,,,,,,,
