dataset_id,bbox_source,detector_seed,stratum,model,baseline_reference,own_reference,cross_references,instance_count,source_scene_count,self_vs_cross_iou,self_vs_cross_ci_lower,self_vs_cross_ci_upper,relative_advantage_did,relative_advantage_did_ci_lower,relative_advantage_did_ci_upper,confidence_level,bootstrap_samples,identity_control
samrs_sota_small_vehicle,yolo_bbox,42,no_overlap__low_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,596,16,0.05977837661709182,0.03370876089937026,0.08145104681849027,4.286942335233334e-05,-0.0001634668969899851,0.0002732874056917171,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,no_overlap__low_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,596,16,0.03565080604213534,0.019460329241800956,0.049355937213116846,0.06898348456374179,0.038024143844229405,0.09251605789097699,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,no_overlap__low_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,596,16,0.04822698853620994,0.027080450541693363,0.06284282708960894,0.074629817208343,0.04298275260394443,0.09700208560929018,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,no_overlap__high_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,1478,12,0.052849599693467426,0.040441246968070894,0.06391304357444172,3.103416332729624e-05,-9.02035412608264e-05,0.00010481846853142797,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,no_overlap__high_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,1478,12,0.034353852657530874,0.029047295139632973,0.03764604423946346,0.05514252385956777,0.04275805055154105,0.06874149303875111,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,no_overlap__high_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,1478,12,0.047505186842026204,0.03785491518582819,0.05636172229564642,0.07953508117012943,0.06383500220152828,0.08942748927624287,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,overlap__low_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,1884,15,0.0953462848694276,0.05496956430806563,0.1184199416798237,0.0001295374144056329,3.6557408788893315e-06,0.0002534976728770653,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,overlap__low_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,1884,15,0.04513220354594324,0.026185421953388494,0.05848399507632736,0.10272314034698918,0.06165040369732747,0.13361812804438322,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,overlap__low_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,1884,15,0.06273732104019106,0.04209904843999278,0.07603345296352781,0.10036313169416708,0.064330971295557,0.11844948056697875,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,overlap__high_mask_area,sam1,published_samrs_reference,reproduced_pseudo_sam1,pseudo_sam2+pseudo_sam3,3701,15,0.08896367403784661,0.06429998948142578,0.10670955728973634,0.0003529262135157776,0.00011515887219984379,0.0006214707029967695,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,overlap__high_mask_area,sam2,published_samrs_reference,pseudo_sam2,pseudo_sam3+reproduced_pseudo_sam1,3701,15,0.045867490485929745,0.033613910724925505,0.05833516714009648,0.1009954088048689,0.06759870540143613,0.12555770808039224,0.95,10000,False
samrs_sota_small_vehicle,yolo_bbox,42,overlap__high_mask_area,sam3,published_samrs_reference,pseudo_sam3,pseudo_sam2+reproduced_pseudo_sam1,3701,15,0.06487467118735865,0.05084429051175439,0.07459306697876546,0.09835750069275033,0.08466153633011446,0.11321271173886291,0.95,10000,False
