dataset_id,bbox_source,reference_type,baseline_reference,ranking,rank_changes_vs_baseline,top_model,top_mean_iou
samrs_sota_small_vehicle,gt_bbox,published_samrs_reference,published_samrs_reference,SAM1 > SAM3 > SAM2,0,SAM1,0.9983379631120862
samrs_sota_small_vehicle,gt_bbox,reproduced_pseudo_sam1,published_samrs_reference,SAM1 > SAM3 > SAM2,0,SAM1,1.0
samrs_sota_small_vehicle,gt_bbox,pseudo_sam2,published_samrs_reference,SAM2 > SAM3 > SAM1,2,SAM2,1.0
samrs_sota_small_vehicle,gt_bbox,pseudo_sam3,published_samrs_reference,SAM3 > SAM2 > SAM1,3,SAM3,1.0
samrs_sota_small_vehicle,yolo_bbox,published_samrs_reference,published_samrs_reference,SAM1 > SAM2 > SAM3,0,SAM1,0.7819361991976443
samrs_sota_small_vehicle,yolo_bbox,reproduced_pseudo_sam1,published_samrs_reference,SAM1 > SAM2 > SAM3,0,SAM1,0.7821460140176111
samrs_sota_small_vehicle,yolo_bbox,pseudo_sam2,published_samrs_reference,SAM2 > SAM1 > SAM3,2,SAM2,0.7487703920642805
samrs_sota_small_vehicle,yolo_bbox,pseudo_sam3,published_samrs_reference,SAM3 > SAM2 > SAM1,2,SAM3,0.7601818469071222
