Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,0.749,0.842,0.898,0.824,0.906,0.602,0.186
SAM1 YOLO bbox,512,0.551,0.615,0.644,0.607,0.668,0.461,0.148
SAM2 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,512,0.624,0.663,0.663,0.674,0.702,0.629,0.369
SAM3 GT bbox,512,0.420,0.474,0.466,0.494,0.529,0.338,0.038
SAM3 YOLO bbox,512,0.339,0.382,0.378,0.395,0.428,0.283,0.031
