Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,0.799,0.881,0.912,0.873,0.969,0.755,0.186
SAM1 YOLO bbox,128,0.546,0.602,0.620,0.597,0.669,0.511,0.126
SAM2 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM2 YOLO bbox,128,0.614,0.645,0.641,0.653,0.678,0.653,0.450
SAM3 GT bbox,128,0.665,0.762,0.770,0.773,0.875,0.475,0.013
SAM3 YOLO bbox,128,0.444,0.508,0.509,0.517,0.592,0.316,0.010
