Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,512,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,512,0.655,0.682,0.678,0.692,0.713,0.661,0.508
SAM2 GT bbox,512,0.749,0.842,0.824,0.898,0.906,0.602,0.186
SAM2 YOLO bbox,512,0.550,0.615,0.598,0.655,0.662,0.465,0.150
SAM3 GT bbox,512,0.419,0.474,0.458,0.506,0.526,0.333,0.040
SAM3 YOLO bbox,512,0.341,0.383,0.373,0.404,0.426,0.286,0.035
