Pipeline,Images,Avg IoU,Avg Dice,Avg Precision,Avg Recall,IoU ≥ 0.50,IoU ≥ 0.75,IoU ≥ 0.90
SAM1 GT bbox,128,1.000,1.000,1.000,1.000,1.000,1.000,1.000
SAM1 YOLO bbox,128,0.640,0.660,0.656,0.666,0.682,0.667,0.557
SAM2 GT bbox,128,0.799,0.881,0.873,0.912,0.969,0.755,0.186
SAM2 YOLO bbox,128,0.546,0.602,0.586,0.632,0.667,0.527,0.123
SAM3 GT bbox,128,0.649,0.751,0.743,0.783,0.866,0.406,0.011
SAM3 YOLO bbox,128,0.436,0.502,0.493,0.526,0.577,0.289,0.015
